superregion,country,age,gender,region,education,year,type,type_desc,median,upperci_95,lowerci_95,Dietary Factor
LAC,PER,32.5,0,1,2,2015,2,2: Macronutrients,6.45761419192415,13.1197037770671,2.40909386311744,Cheese
HIC,AUS,27.5,0,0,3,2010,1,1: Foods & Beverages,59.4499737378705,71.8301010839779,48.5227979176854,Potatoes
SSA,BDI,12.5,0,0,3,2010,1,1: Foods & Beverages,31.5805398314396,43.0393532064356,23.110114626753,Whole grains
SSA,MUS,22.5,0,1,1,2015,1,1: Foods & Beverages,48.2861759504052,65.6135667660776,35.8373013218349,Nuts and seeds
SSA,KEN,32.5,0,1,999,2010,2,2: Macronutrients,54.6306128009883,58.7344099518438,50.0716495429779,Total seafoods
SSA,CMR,12.5,0,1,3,2015,1,1: Foods & Beverages,87.7220669762083,242.912381336633,31.3773667798738,Nuts and seeds
SSA,RWA,27.5,1,1,2,2015,1,1: Foods & Beverages,52.6184554419351,195.0,6.67348036916511,Potatoes
HIC,CHE,27.5,0,1,2,2018,2,2: Macronutrients,13.1255540201737,14.8279540266439,11.6081472055451,Cheese
SSA,MDG,12.5,0,0,3,2015,1,1: Foods & Beverages,145.32302846925,513.159274813692,42.5046604845292,Refined grains
FSU,TKM,37.5,1,1,999,2018,2,2: Macronutrients,12.9782246450671,19.662499080984,7.89759574170721,Cheese
LAC,GRD,22.5,0,1,3,2010,1,1: Foods & Beverages,0.389712493441471,0.736133754831289,0.207391190389846,Unprocessed red meats
SAARC,NPL,22.5,1,1,2,2010,2,2: Macronutrients,54.9435851509766,65.3325319892485,45.834731921331,Eggs
LAC,DMA,17.5,1,0,1,2018,2,2: Macronutrients,55.8871793762241,92.6268884729,33.3918328214182,Eggs
MENA,SAU,22.5,1,1,3,2010,1,1: Foods & Beverages,263.061418713502,921.27032746683,71.4234648979124,Refined grains
FSU,UKR,32.5,0,0,1,2015,2,2: Macronutrients,66.4873904867071,105.73745669278,40.4359691539579,Eggs
FSU,BIH,37.5,0,0,999,2018,2,2: Macronutrients,90.489203012313,125.977219791152,65.2909039477239,Eggs
LAC,GRD,12.5,0,1,2,2015,2,2: Macronutrients,55.0306951344999,86.7078117129062,35.1302967152645,Eggs
FSU,LVA,32.5,1,0,999,2018,2,2: Macronutrients,51.459456745848,61.9881032266163,40.4145419180094,Total seafoods
HIC,FIN,27.5,1,0,3,2010,2,2: Macronutrients,45.5463308515697,51.2775549472906,39.4047955121314,Total seafoods
SSA,DJI,37.5,0,0,1,2010,1,1: Foods & Beverages,0.0825829777359535,0.297128582345448,0.0221760737897452,Total processed meats
SSA,SLE,32.5,1,1,1,2018,2,2: Macronutrients,83.9449870339422,141.15191718054,50.8064181636652,Eggs
MENA,LBN,27.5,1,0,999,2018,1,1: Foods & Beverages,26.061824326339,34.65962584518,19.1897917210869,Potatoes
LAC,CRI,22.5,0,1,3,2010,1,1: Foods & Beverages,70.054592925508,130.0,9.553215037493032,Other starchy vegetables
SAARC,NPL,12.5,0,1,2,2015,2,2: Macronutrients,71.4645725409435,77.0724810983894,64.9056393088825,Total seafoods
FSU,MDA,12.5,0,1,3,2018,1,1: Foods & Beverages,40.9601905559803,74.8229169600348,22.3948835672334,Non-starchy vegetables
LAC,URY,32.5,1,1,3,2010,2,2: Macronutrients,10.627294892913,19.5267139958929,4.82656967063472,Cheese
LAC,URY,12.5,1,0,999,2010,2,2: Macronutrients,60.1509234314413,68.47105002891,50.0329005550666,Total seafoods
LAC,ECU,37.5,1,0,1,2010,1,1: Foods & Beverages,97.131043254219,114.712606710767,82.5958635116354,Fruits
FSU,HRV,32.5,0,0,3,2010,2,2: Macronutrients,12.8843566183079,22.3180063719714,6.09275702968122,Cheese
MENA,ARE,42.5,1,1,999,2015,1,1: Foods & Beverages,22.3129499957611,46.0508111914041,10.9561769442227,Beans and legumes
HIC,CHE,32.5,0,0,1,2015,1,1: Foods & Beverages,35.4489749106922,47.2683606605387,26.6278090283709,Whole grains
SSA,SDN,22.5,1,0,999,2015,2,2: Macronutrients,9.80213369535108,16.9095833828782,5.18613381350179,Cheese
LAC,ECU,12.5,1,1,1,2010,2,2: Macronutrients,27.2461167169881,32.0910043917005,22.9039709330693,Eggs
HIC,AUT,32.5,0,1,3,2015,2,2: Macronutrients,69.1223823604529,107.561134694369,44.4340483462854,Eggs
SSA,CIV,22.5,0,1,3,2018,1,1: Foods & Beverages,47.5792835695234,195.0,5.62933316556836,Potatoes
LAC,PER,27.5,0,1,1,2010,2,2: Macronutrients,74.4177148040614,118.351033308693,47.24065319016,Eggs
SSA,ZWE,17.5,1,0,2,2018,1,1: Foods & Beverages,98.06623220912168,109.407322983862,88.1066938018267,Fruits
MENA,MAR,22.5,1,0,2,2010,1,1: Foods & Beverages,0.308475590937482,1.16637920415827,0.0839242937744561,Total processed meats
LAC,VCT,12.5,0,1,1,2015,1,1: Foods & Beverages,14.7083040400999,121.298126752072,1.85072021522085,Other starchy vegetables
HIC,GBR,17.5,1,0,2,2018,2,2: Macronutrients,59.7111203586229,63.4080360934541,55.8211696179177,Total seafoods
HIC,CYP,27.5,1,0,1,2010,1,1: Foods & Beverages,0.749265611320866,1.47747220336486,0.391273007437561,Unprocessed red meats
Asia,KIR,27.5,0,1,999,2010,2,2: Macronutrients,13.7847975491242,19.5828610903904,9.05226452377449,Cheese
LAC,TTO,12.5,1,1,3,2018,2,2: Macronutrients,57.7374232552553,70.163795474482,43.2618436488376,Total seafoods
SAARC,AFG,17.5,0,0,1,2010,1,1: Foods & Beverages,2.99311063392914,35.5816925751419,0.290292017043101,Other starchy vegetables
HIC,GRC,17.5,1,1,2,2015,1,1: Foods & Beverages,0.778740816862574,1.50172181647705,0.393377791964727,Unprocessed red meats
LAC,HND,27.5,0,1,999,2010,1,1: Foods & Beverages,0.544438567400583,0.846904391687184,0.35601031310453,Unprocessed red meats
FSU,BGR,22.5,1,1,1,2010,2,2: Macronutrients,13.0969408059972,14.2782552462779,11.9287933299861,Cheese
Asia,TON,37.5,1,1,999,2010,1,1: Foods & Beverages,0.463615508374501,0.7526910512959,0.290172080807842,Unprocessed red meats
Asia,IDN,17.5,1,0,3,2010,1,1: Foods & Beverages,62.410142537584,71.7058293800728,54.1624247574007,Nuts and seeds
SSA,MDG,37.5,0,1,3,2018,1,1: Foods & Beverages,56.0398148186048,69.1170350656728,45.3651234225191,Nuts and seeds
SSA,MDG,37.5,0,0,1,2018,1,1: Foods & Beverages,32.6096464307826,39.8371437448457,26.4695000234169,Nuts and seeds
HIC,ISL,17.5,0,1,2,2010,1,1: Foods & Beverages,32.968833565001,38.6183317522348,28.2095016747436,Nuts and seeds
HIC,DEU,37.5,0,0,2,2018,2,2: Macronutrients,100.480270177566,104.184486239173,96.9077813211793,Eggs
LAC,BOL,12.5,1,1,2,2015,1,1: Foods & Beverages,0.557178590707903,1.09450661421591,0.290131048935156,Unprocessed red meats
LAC,MEX,42.5,1,0,3,2010,2,2: Macronutrients,71.8534036769686,75.1803826602515,68.810820229979,Eggs
LAC,ECU,32.5,0,0,3,2015,1,1: Foods & Beverages,40.5105132056671,47.9672247921662,34.1326835494761,Fruits
Asia,KHM,37.5,0,0,1,2010,2,2: Macronutrients,60.0072319380349,71.2093164047726,47.5592140541167,Total seafoods
LAC,BOL,22.5,1,1,999,2018,1,1: Foods & Beverages,127.902508103281,143.736963822274,114.438423749019,Non-starchy vegetables
Asia,THA,12.5,0,1,3,2015,2,2: Macronutrients,45.4470032656029,47.1345858298001,43.8612282185367,Eggs
SSA,ZMB,12.5,1,1,1,2015,1,1: Foods & Beverages,50.2739994536702,195.0,6.28353989998386,Potatoes
MENA,ISR,32.5,1,0,3,2015,1,1: Foods & Beverages,38.2501733654385,51.7219025800692,28.3353584223384,Other starchy vegetables
Asia,IDN,12.5,0,0,3,2010,1,1: Foods & Beverages,42.7049222467736,59.2679302617749,30.7001053558554,Refined grains
MENA,EGY,27.5,0,0,2,2018,2,2: Macronutrients,84.7107690610802,134.609829556339,53.5059091564066,Eggs
Asia,VUT,12.5,1,1,3,2010,1,1: Foods & Beverages,0.210420853170116,0.794881851912759,0.0544972753526035,Total processed meats
LAC,PER,42.5,0,0,999,2010,1,1: Foods & Beverages,0.320353758107086,0.507893091620419,0.200220815052183,Total processed meats
FSU,UKR,37.5,1,0,3,2018,2,2: Macronutrients,53.4282089469759,66.8112215316392,37.7290455317753,Total seafoods
FSU,SRB,22.5,1,0,3,2010,2,2: Macronutrients,54.8238658283908,61.3576835185353,47.6455970570271,Total seafoods
LAC,BRB,32.5,1,1,2,2010,2,2: Macronutrients,58.6553367162855,98.1073827520002,34.6705064116337,Eggs
Asia,WSM,37.5,1,1,3,2018,2,2: Macronutrients,29.4207214475162,32.1077964572534,26.842557304756,Cheese
SAARC,MDV,22.5,0,0,1,2018,2,2: Macronutrients,97.2240503528013,161.097526967592,59.8388094695082,Eggs
HIC,NOR,17.5,1,1,3,2010,2,2: Macronutrients,99.2278151329641,164.923586682512,58.3889768340808,Eggs
HIC,PRT,17.5,1,1,2,2010,1,1: Foods & Beverages,36.776906540684,41.7199460938516,32.6685186719872,Nuts and seeds
HIC,DNK,27.5,1,0,1,2015,1,1: Foods & Beverages,114.877713183812,141.750464031297,92.5940611660661,Refined grains
SSA,MOZ,32.5,1,0,3,2018,1,1: Foods & Beverages,137.741983567605,237.885622493821,81.0225702243201,Refined grains
LAC,JAM,12.5,1,1,3,2015,2,2: Macronutrients,95.882459987246,105.581886082827,87.4306451447122,Eggs
HIC,ISL,37.5,0,1,1,2015,2,2: Macronutrients,15.6851809007652,16.6097420553043,14.7790152991686,Cheese
SSA,MWI,17.5,1,0,1,2015,1,1: Foods & Beverages,47.4435072060268,56.0400958632953,40.0913014717152,Nuts and seeds
SSA,ERI,27.5,0,0,3,2010,2,2: Macronutrients,58.3737922718847,69.7890476997251,45.0056909580005,Total seafoods
FSU,HRV,17.5,1,0,999,2015,1,1: Foods & Beverages,99.5452738201277,130.0,54.5040635526604,Other starchy vegetables
HIC,DEU,27.5,1,0,1,2015,1,1: Foods & Beverages,65.4913148791125,75.3111289650086,56.913975554515,Other starchy vegetables
LAC,DOM,17.5,0,0,1,2010,1,1: Foods & Beverages,67.284400556341,76.3243192287411,59.1164242445986,Non-starchy vegetables
SSA,NER,42.5,0,0,3,2010,1,1: Foods & Beverages,54.8556294943499,195.0,6.56491458807269,Potatoes
LAC,GUY,17.5,1,1,1,2018,1,1: Foods & Beverages,21.2581129334046,107.089528112668,4.2037005522908,Whole grains
LAC,MEX,17.5,1,0,1,2010,2,2: Macronutrients,61.4169196202204,62.6392113604612,60.1791133434096,Total seafoods
MENA,ISR,32.5,1,1,999,2015,2,2: Macronutrients,72.4108090947903,75.6424371552538,69.3015541826655,Eggs
FSU,CZE,37.5,0,1,3,2010,1,1: Foods & Beverages,0.622383844805386,1.18432361911912,0.32591159837461,Unprocessed red meats
SAARC,NPL,17.5,1,1,2,2018,2,2: Macronutrients,75.3714740162762,79.5875265810117,70.3661745059881,Total seafoods
LAC,GUY,42.5,1,0,999,2015,2,2: Macronutrients,8.50008503681198,13.4562970161153,4.86690062523685,Cheese
SSA,SYC,17.5,1,0,2,2018,1,1: Foods & Beverages,1.57245221069591,1.72789447716516,1.43552823863549,Unprocessed red meats
LAC,URY,37.5,0,0,2,2018,2,2: Macronutrients,87.4053542400653,140.620582723796,55.9052763387705,Eggs
FSU,LTU,12.5,1,1,1,2010,1,1: Foods & Beverages,0.483183518240519,0.642258077604818,0.368086335644612,Total processed meats
SSA,NER,42.5,0,1,1,2010,1,1: Foods & Beverages,80.4824039201811,95.0870397152889,68.2069583180531,Fruits
SAARC,BTN,27.5,0,1,2,2010,2,2: Macronutrients,62.3096621965097,73.4194945281339,48.0945101849338,Total seafoods
HIC,SWE,27.5,0,0,999,2015,2,2: Macronutrients,84.8612469040621,88.5101771140634,81.3110235840062,Eggs
HIC,FIN,42.5,1,1,2,2015,1,1: Foods & Beverages,58.3912473095789,68.5539634373804,49.985682653156,Refined grains
MENA,PSE,12.5,1,0,999,2010,1,1: Foods & Beverages,7.29119225700996,36.5570356901437,1.60466819535785,Other starchy vegetables
SAARC,MDV,37.5,1,0,2,2018,1,1: Foods & Beverages,2.39507046476571,3.900000095,0.0215707490250761,Total processed meats
LAC,GUY,37.5,0,1,1,2015,2,2: Macronutrients,8.65201365243739,16.5661554249234,3.66020709985281,Cheese
LAC,SUR,27.5,0,1,1,2015,1,1: Foods & Beverages,22.2172841436431,65.6645988077642,7.74480912091349,Nuts and seeds
SSA,ETH,22.5,1,0,1,2015,1,1: Foods & Beverages,0.622799320114932,0.660822615594577,0.588665258936904,Unprocessed red meats
Asia,FJI,12.5,0,0,1,2018,1,1: Foods & Beverages,25.4763033316208,195.0,3.18774744815635,Potatoes
Asia,FSM,37.5,1,1,999,2018,2,2: Macronutrients,14.312245508252,20.5050151187834,9.39850139613814,Cheese
HIC,DNK,32.5,0,0,999,2015,1,1: Foods & Beverages,0.50369619908219,0.795170470351246,0.327312875023925,Unprocessed red meats
Asia,FJI,17.5,0,1,1,2018,2,2: Macronutrients,17.9242698119863,28.4391062657727,9.77271465958592,Cheese
SSA,MRT,27.5,0,1,999,2018,2,2: Macronutrients,69.4123828400959,100.580460777877,48.7426310867005,Eggs
Asia,KHM,12.5,0,1,2,2018,2,2: Macronutrients,55.9512883211868,67.3577432174045,42.3674088080582,Total seafoods
FSU,BGR,42.5,0,1,999,2015,2,2: Macronutrients,69.6649174587258,87.6945592646472,55.8937909859998,Eggs
FSU,MNG,42.5,0,1,2,2018,1,1: Foods & Beverages,3.900000095,3.900000095,1.33779879666465,Total processed meats
SSA,NAM,32.5,1,1,999,2018,2,2: Macronutrients,8.63137736536939,14.0563122688195,4.71774310285718,Cheese
FSU,ARM,17.5,0,1,3,2010,1,1: Foods & Beverages,59.5526822191755,75.1135651036981,47.4985656892175,Non-starchy vegetables
FSU,MDA,12.5,0,1,3,2015,1,1: Foods & Beverages,52.5533176343907,90.5136371293912,29.8945472780385,Fruits
FSU,LTU,27.5,0,0,3,2015,2,2: Macronutrients,45.7902767784397,59.4747264262187,31.4247880423164,Total seafoods
HIC,PRT,37.5,1,0,1,2010,2,2: Macronutrients,94.2756425389346,97.6461935714948,91.1456535182883,Eggs
FSU,SVK,22.5,0,1,999,2018,1,1: Foods & Beverages,73.6437795934434,83.0162643748144,65.4440318603123,Non-starchy vegetables
FSU,GEO,17.5,0,1,999,2018,2,2: Macronutrients,49.5402788742317,59.5180392682375,38.7348704445163,Total seafoods
MENA,TUN,22.5,0,1,1,2018,1,1: Foods & Beverages,1.58568364439668,2.89336204844002,0.851479276289849,Other starchy vegetables
SAARC,AFG,12.5,1,1,999,2018,1,1: Foods & Beverages,15.7089397815973,43.1496012490424,6.6263497710689,Beans and legumes
SSA,GMB,37.5,1,0,999,2015,1,1: Foods & Beverages,10.9235501253527,17.2624703055574,6.9080327629875,Whole grains
LAC,DMA,12.5,0,0,3,2018,2,2: Macronutrients,58.8117518804661,69.4749496583675,45.3854298457018,Total seafoods
SSA,TGO,42.5,1,1,3,2018,2,2: Macronutrients,54.2528319690857,67.5762788540927,39.0737378528101,Total seafoods
SSA,GIN,22.5,1,0,2,2010,2,2: Macronutrients,8.67421528572273,16.8309561609187,3.44405944847765,Cheese
HIC,DEU,17.5,0,0,3,2010,1,1: Foods & Beverages,0.469048360966405,0.507106268607742,0.433707416953043,Unprocessed red meats
Asia,KIR,32.5,0,1,3,2010,1,1: Foods & Beverages,122.738381029377,176.778504906682,85.5351479790851,Non-starchy vegetables
FSU,ARM,42.5,0,0,1,2018,1,1: Foods & Beverages,126.717509051764,161.254733525356,100.380551733197,Non-starchy vegetables
SSA,LSO,42.5,1,0,999,2010,1,1: Foods & Beverages,0.580929953422582,0.9048516374189148,0.381032135014743,Unprocessed red meats
Asia,FJI,12.5,0,1,1,2010,2,2: Macronutrients,18.0069403965536,28.6305286123789,9.677836808637332,Cheese
FSU,SVK,42.5,0,1,1,2015,1,1: Foods & Beverages,117.664539498222,135.014247648114,102.354405765838,Non-starchy vegetables
SSA,MLI,32.5,1,1,3,2010,2,2: Macronutrients,9.06556743196696,18.0262422179759,3.7469381506181,Cheese
SSA,SSD,12.5,0,0,2,2015,1,1: Foods & Beverages,31.0186597486239,195.0,3.80615351890584,Potatoes
MENA,OMN,12.5,0,0,999,2018,1,1: Foods & Beverages,121.287369000258,156.792319890716,95.0148665888848,Non-starchy vegetables
HIC,NZL,17.5,0,1,999,2015,1,1: Foods & Beverages,19.1094568889609,40.7629817578526,9.37572741326854,Nuts and seeds
HIC,CAN,27.5,0,1,1,2015,1,1: Foods & Beverages,26.622633804833,30.4114490520533,23.4054223563963,Other starchy vegetables
Asia,PNG,42.5,0,0,2,2018,1,1: Foods & Beverages,0.0056849687301346,0.017922955976841,0.0018717136023259,Nuts and seeds
SSA,TZA,27.5,1,1,3,2018,1,1: Foods & Beverages,130.896332174859,150.463486473204,113.870353220832,Fruits
SAARC,IND,12.5,0,0,3,2010,1,1: Foods & Beverages,0.141414305117765,1.14441858950011,0.0181870419459152,Total processed meats
FSU,BLR,37.5,0,0,3,2015,1,1: Foods & Beverages,31.6296757864141,130.0,4.08297858062205,Other starchy vegetables
SSA,NGA,27.5,0,0,2,2015,2,2: Macronutrients,52.5820915567249,82.1177111732125,32.9282852463499,Eggs
FSU,MDA,42.5,1,0,3,2018,1,1: Foods & Beverages,121.590388906494,226.096964091853,63.5353390505799,Non-starchy vegetables
HIC,BEL,37.5,0,0,2,2010,1,1: Foods & Beverages,112.879060465956,129.483997039145,98.43980292825728,Non-starchy vegetables
MENA,TUR,27.5,0,0,3,2018,1,1: Foods & Beverages,7.68492101702963,15.3960460735717,3.75888843989562,Nuts and seeds
FSU,SRB,22.5,1,0,2,2010,1,1: Foods & Beverages,174.205001606675,267.454525607906,113.32110784088,Fruits
HIC,PRT,22.5,0,0,999,2010,2,2: Macronutrients,48.2911042756459,49.3704967162204,47.192382588514,Total seafoods
FSU,BLR,32.5,0,0,2,2018,2,2: Macronutrients,79.9304540762163,125.953662665918,49.5532229100117,Eggs
MENA,TUN,27.5,1,1,999,2010,2,2: Macronutrients,85.5339852345959,102.861492484355,71.063559660639,Eggs
LAC,BRA,22.5,0,0,1,2015,1,1: Foods & Beverages,2.07466309994317,2.71463241573211,1.5679852856438,Potatoes
FSU,UKR,12.5,0,0,2,2010,1,1: Foods & Beverages,62.1207347026912,73.5088790238349,52.3695711384886,Fruits
MENA,EGY,22.5,1,0,999,2015,1,1: Foods & Beverages,20.917049675419,27.2995128609722,15.9862002434519,Whole grains
SSA,MOZ,42.5,0,1,2,2010,1,1: Foods & Beverages,24.0827205317973,39.536474818569,14.7803495630749,Whole grains
FSU,TKM,22.5,0,0,1,2018,1,1: Foods & Beverages,26.2546818744564,120.613735193684,5.33484731136785,Whole grains
FSU,SVN,27.5,1,1,3,2015,2,2: Macronutrients,50.8633427182386,65.0239724975301,34.2151688353802,Total seafoods
SSA,MOZ,37.5,0,1,3,2010,2,2: Macronutrients,82.5239297262679,91.3068686250024,74.5543956995869,Eggs
MENA,IRN,42.5,1,0,999,2015,2,2: Macronutrients,57.899783482947,60.1155408952106,55.6425832001309,Total seafoods
HIC,GBR,22.5,0,1,3,2018,2,2: Macronutrients,11.8463446378094,12.6734499262269,10.978528312865,Cheese
SAARC,MDV,32.5,1,0,1,2010,1,1: Foods & Beverages,134.210674857378,156.621710751249,115.6575488769,Non-starchy vegetables
MENA,TUR,27.5,1,1,2,2015,1,1: Foods & Beverages,101.049021594345,118.649678967055,86.4101913230337,Fruits
LAC,URY,37.5,1,0,999,2010,1,1: Foods & Beverages,69.7906177311453,150.553050983763,33.6108202218526,Beans and legumes
SSA,BWA,42.5,0,1,2,2015,2,2: Macronutrients,49.229758683961,62.1413973643742,34.6556496373464,Total seafoods
SSA,GNB,17.5,1,1,2,2010,2,2: Macronutrients,11.7347736305335,21.4556972090965,5.20391424178136,Cheese
Asia,BRN,42.5,0,0,3,2010,1,1: Foods & Beverages,154.098274474173,210.059203393105,114.169431251473,Non-starchy vegetables
SAARC,MDV,17.5,0,0,999,2018,1,1: Foods & Beverages,0.580364562683898,0.636013543757102,0.529547035305243,Unprocessed red meats
SSA,COG,42.5,0,1,1,2018,1,1: Foods & Beverages,16.7125180097932,26.6172102905927,10.5099332227584,Whole grains
LAC,SUR,42.5,0,1,999,2018,1,1: Foods & Beverages,50.0590991150144,113.554409717625,13.160555155926,Other starchy vegetables
FSU,KAZ,22.5,1,0,2,2010,1,1: Foods & Beverages,37.3395402301364,130.0,4.72363170695266,Other starchy vegetables
HIC,PRT,32.5,0,0,999,2018,2,2: Macronutrients,46.3555664841428,47.4685891638903,45.2412898412897,Total seafoods
SSA,NAM,42.5,1,0,3,2010,2,2: Macronutrients,56.9373223427367,69.6914613422536,42.4806127929824,Total seafoods
SSA,CMR,32.5,0,1,2,2010,1,1: Foods & Beverages,107.073620233223,124.179597666167,92.4744060018612,Fruits
LAC,URY,22.5,1,1,2,2015,2,2: Macronutrients,10.4051680238851,19.3136061858105,4.54837340345432,Cheese
SSA,GIN,42.5,0,1,2,2018,1,1: Foods & Beverages,16.0768535336529,20.8782541713112,12.2643143971184,Nuts and seeds
SSA,BDI,17.5,1,0,999,2010,2,2: Macronutrients,65.4935119750713,73.5455512083622,55.7617052357015,Total seafoods
SSA,ZMB,27.5,1,0,3,2010,1,1: Foods & Beverages,162.503850919041,584.963373380598,44.0858763142698,Refined grains
LAC,VEN,27.5,1,1,999,2015,2,2: Macronutrients,63.491565323342,68.4161373802579,58.0076162580168,Total seafoods
Asia,KOR,42.5,0,0,2,2015,1,1: Foods & Beverages,1.03720650606789,1.15018953093005,0.932753393035997,Other starchy vegetables
HIC,NOR,27.5,1,1,2,2010,1,1: Foods & Beverages,72.1276512727328,84.2655547057805,61.8499469118078,Fruits
LAC,ATG,22.5,1,0,2,2015,2,2: Macronutrients,8.5741326011199,16.6098504492344,3.454074452192,Cheese
SAARC,AFG,27.5,0,0,999,2015,1,1: Foods & Beverages,30.7308341632868,177.739861782679,5.38651022898969,Potatoes
SAARC,NPL,12.5,1,1,3,2015,2,2: Macronutrients,50.7294797568666,60.3096814074324,42.3156732489137,Eggs
FSU,HUN,17.5,1,1,999,2015,1,1: Foods & Beverages,10.478065030873,15.0622500643835,7.37439774597112,Other starchy vegetables
FSU,UKR,42.5,1,0,2,2018,2,2: Macronutrients,61.6740194729616,105.381737128115,36.7277162071247,Eggs
SSA,DJI,42.5,0,1,3,2018,2,2: Macronutrients,52.0916476259556,64.78093472202,38.9085284957372,Total seafoods
FSU,UZB,22.5,0,1,999,2010,2,2: Macronutrients,48.1815132233926,59.5850358652379,36.2074561312891,Total seafoods
LAC,PAN,32.5,0,1,3,2010,2,2: Macronutrients,8.13612925007657,15.6049179510038,3.29873162966689,Cheese
MENA,EGY,27.5,1,1,3,2018,1,1: Foods & Beverages,30.7948664984088,41.584480437337,22.9041158307228,Whole grains
SSA,ZAF,37.5,0,1,2,2010,2,2: Macronutrients,11.3262786065842,12.8376543566144,9.847989282485813,Cheese
LAC,MEX,12.5,0,1,1,2018,2,2: Macronutrients,58.8191569565737,60.2144502158378,57.4169288850721,Total seafoods
MENA,QAT,32.5,0,0,1,2018,2,2: Macronutrients,96.3258622543652,152.175547285588,62.0952109411054,Eggs
Asia,TLS,32.5,1,0,1,2018,2,2: Macronutrients,94.7403625208383,160.705583131052,55.9981969926435,Eggs
HIC,IRL,32.5,1,1,999,2010,2,2: Macronutrients,48.2059822987666,58.7201660001772,36.6520742879757,Total seafoods
SSA,MLI,27.5,1,0,999,2018,2,2: Macronutrients,8.15989461299383,16.2426704734979,3.43501868768914,Cheese
SSA,CPV,32.5,0,0,999,2010,1,1: Foods & Beverages,51.56456508912,149.520010726383,12.9305800926816,Potatoes
LAC,DMA,12.5,0,0,1,2010,1,1: Foods & Beverages,5.33062857842133,47.0145255998153,0.656274177485781,Potatoes
SSA,AGO,32.5,1,0,2,2015,2,2: Macronutrients,9.97478932378889,19.314147402642,4.11113048716679,Cheese
SAARC,MDV,27.5,1,0,999,2018,2,2: Macronutrients,98.1705315690633,149.660570221538,65.5438120656634,Eggs
SSA,KEN,27.5,1,1,3,2010,2,2: Macronutrients,10.5463472672182,19.9232370607785,4.42484313561619,Cheese
SSA,COG,32.5,0,0,1,2015,1,1: Foods & Beverages,22.2018332623319,130.0,2.84149155833051,Other starchy vegetables
